system:index,aspecto_deg,depresion_rocio_verano_c,elev_m,fire_label,nbr_verano,ndvi_verano,ndwi_verano,pendiente_deg,precip_verano_mm,tmax_verano_c,viento10m_verano_max_ms,year,.geo
0,178,6.0478333822625245,1344,0,0.37643743,0.6216232,0.12227155,3,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.939485569823304,42.30615830560887]}"
1,157,6.0478333822625245,1319,0,0.51726156,0.70478946,0.26647887,4,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.930502416982109,42.30615830560887]}"
2,234,6.0478333822625245,1305,0,0.55683976,0.76408666,0.2934808,4,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.921519264140914,42.30615830560887]}"
3,246,6.0478333822625245,1398,0,0.5271382,0.7219838,0.2917482,6,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.912536111299718,42.30615830560887]}"
4,201,6.0478333822625245,1449,0,0.41567567,0.665852,0.1730214,4,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.903552958458523,42.30615830560887]}"
5,164,6.0478333822625245,1439,0,0.23363452,0.5430931,9.1207185E-5,3,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.894569805617328,42.30615830560887]}"
6,111,6.0478333822625245,1427,0,0.24463803,0.5577538,0.016226085,5,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.885586652776133,42.30615830560887]}"
7,77,6.0478333822625245,1310,0,0.47972018,0.7489598,0.19557348,11,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.876603499934937,42.30615830560887]}"
8,41,6.0478333822625245,1156,0,0.44525808,0.7290674,0.16739565,11,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.867620347093742,42.30615830560887]}"
9,333,6.0478333822625245,1125,0,0.41165847,0.6901709,0.14711593,8,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.858637194252547,42.30615830560887]}"
10,289,6.245161555686934,1248,0,0.31698957,0.55277777,0.0949211,11,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.849654041411352,42.30615830560887]}"
11,358,6.245161555686934,1403,0,0.28776565,0.533377,0.06601173,3,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.840670888570156,42.30615830560887]}"
12,69,6.245161555686934,1250,0,0.25647807,0.49364993,0.041802943,11,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.831687735728961,42.30615830560887]}"
13,60,6.245161555686934,1141,0,0.3990116,0.6951521,0.123195946,15,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.822704582887766,42.30615830560887]}"
14,22,6.245161555686934,904,0,0.30952212,0.5946532,0.09332875,13,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.813721430046571,42.30615830560887]}"
15,267,6.245161555686934,1009,0,-0.0015263874,0.28587383,-0.08699473,13,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8047382772053755,42.30615830560887]}"
16,238,6.245161555686934,1247,0,-0.011449428,0.25254902,-0.08314285,18,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.79575512436418,42.30615830560887]}"
17,25,6.245161555686934,1421,0,0.12654594,0.34790823,0.0011961722,4,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.7867719715229855,42.30615830560887]}"
18,22,6.245161555686934,1200,0,0.36372435,0.61557287,0.11047217,6,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.77778881868179,42.30615830560887]}"
19,279,6.245161555686934,1358,0,0.36510906,0.62618095,0.124074735,11,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.768805665840595,42.30615830560887]}"
20,281,6.245161555686934,1486,0,0.2544733,0.4195238,0.07135891,12,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,42.30615830560887]}"
21,288,6.245161555686934,1669,0,0.2194185,0.43060857,0.021597708,12,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.750839360158205,42.30615830560887]}"
22,14,6.513713552932131,1777,0,0.19803706,0.44559407,0.0027126514,2,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.741856207317009,42.30615830560887]}"
23,138,6.513713552932131,1657,0,0.21620193,0.51883256,0.041136432,10,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.732873054475814,42.30615830560887]}"
24,187,6.513713552932131,1605,0,0.38317272,0.6187664,0.14575544,13,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.723889901634618,42.30615830560887]}"
25,178,6.513713552932131,1697,0,0.32176936,0.5231543,0.09875805,8,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.714906748793424,42.30615830560887]}"
26,97,6.513713552932131,1598,0,0.43928,0.66339165,0.1766376,12,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.705923595952228,42.30615830560887]}"
27,82,6.513713552932131,1381,0,0.5196504,0.76333356,0.22601657,9,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.696940443111033,42.30615830560887]}"
28,36,6.513713552932131,1365,0,0.31346357,0.5689121,0.081058286,10,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.687957290269837,42.30615830560887]}"
29,41,6.513713552932131,1222,0,0.49732307,0.7404473,0.21275203,7,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.678974137428643,42.30615830560887]}"
30,273,6.513713552932131,1242,0,0.46690184,0.71924263,0.19486324,7,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.669990984587447,42.30615830560887]}"
31,281,6.513713552932131,1405,0,0.28263995,0.576964,0.043403033,8,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.661007831746252,42.30615830560887]}"
32,191,6.513713552932131,1451,0,0.18256725,0.48496327,-0.03428604,3,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.6520246789050566,42.30615830560887]}"
33,306,6.7925060051533706,1420,0,0.16853403,0.24531037,0.0071968255,2,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.643041526063862,42.30615830560887]}"
34,316,6.7925060051533706,1483,0,0.22034223,0.4441214,-0.0060548875,7,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,42.30615830560887]}"
35,345,6.7925060051533706,1551,0,0.23558658,0.49986193,-0.00843452,8,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.625075220381471,42.30615830560887]}"
36,46,6.7925060051533706,1536,0,0.25653416,0.5113621,0.010452771,5,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.616092067540276,42.30615830560887]}"
37,28,6.7925060051533706,1456,0,0.24147548,0.5122942,0.018663399,4,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.607108914699081,42.30615830560887]}"
38,315,6.7925060051533706,1491,0,0.16011211,0.41155797,-0.060971156,2,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.598125761857886,42.30615830560887]}"
39,220,6.7925060051533706,1496,0,0.21784906,0.46658117,0.01439673,5,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.58914260901669,42.30615830560887]}"
40,215,6.7925060051533706,1570,0,0.19013603,0.46405482,-0.02589764,6,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.580159456175496,42.30615830560887]}"
41,22,6.7925060051533706,1582,0,0.14359468,0.48342618,-0.024546102,2,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5711763033343,42.30615830560887]}"
42,38,6.7925060051533706,1552,0,0.086443365,0.39783105,-0.07095824,5,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.562193150493105,42.30615830560887]}"
43,83,6.7925060051533706,1508,0,0.23873816,0.5096152,0.019291934,6,359.4756749455463,32.30227050781252,4.059727446615527,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.553209997651909,42.30615830560887]}"
44,59,7.180992252570661,1393,0,0.18547711,0.4900702,-0.045616414,6,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.544226844810715,42.30615830560887]}"
45,63,7.180992252570661,1367,0,0.13350388,0.43787813,-0.06831779,4,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.535243691969519,42.30615830560887]}"
46,120,7.180992252570661,1293,0,0.30899793,0.57592124,0.07783627,8,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.526260539128324,42.30615830560887]}"
47,106,7.180992252570661,1186,0,0.43045986,0.6818699,0.15849634,10,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5172773862871285,42.30615830560887]}"
48,93,7.180992252570661,1048,0,0.35199815,0.56380606,0.11269397,12,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.508294233445934,42.30615830560887]}"
49,52,7.180992252570661,865,0,0.39617822,0.6446576,0.13207458,4,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4993110806047385,42.30615830560887]}"
50,290,7.180992252570661,963,0,0.41671178,0.6573532,0.14911017,11,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.490327927763543,42.30615830560887]}"
51,317,7.180992252570661,1120,0,0.45925128,0.70859253,0.16809808,11,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.481344774922348,42.30615830560887]}"
52,329,7.180992252570661,1155,0,0.297304,0.5702921,0.03233719,8,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.472361622081153,42.30615830560887]}"
53,282,7.180992252570661,1231,0,0.2602057,0.5213522,0.0074713854,4,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.463378469239958,42.30615830560887]}"
54,233,7.180992252570661,1247,0,0.23719352,0.4895952,-0.016051356,2,336.91656859560123,32.54445800781252,4.26968589921268,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.454395316398762,42.30615830560887]}"
55,287,7.556248499341905,1277,0,0.12717192,0.35601804,-0.059130225,4,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.445412163557567,42.30615830560887]}"
56,299,7.556248499341905,1340,0,0.27974185,0.48084363,0.07098188,6,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.436429010716372,42.30615830560887]}"
57,311,7.556248499341905,1415,0,0.45677602,0.6744025,0.16834879,4,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.427445857875177,42.30615830560887]}"
58,296,7.556248499341905,1426,0,0.35767877,0.62341285,0.10939248,6,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.418462705033981,42.30615830560887]}"
59,276,7.556248499341905,1555,0,0.17748868,0.42467007,-0.039641634,7,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.409479552192786,42.30615830560887]}"
60,53,7.556248499341905,1595,0,0.18200403,0.44863063,-0.030231051,7,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.400496399351591,42.30615830560887]}"
61,94,7.556248499341905,1418,0,0.2186462,0.500302,-0.018721506,7,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.391513246510396,42.30615830560887]}"
62,188,7.556248499341905,1407,0,0.24370848,0.5586691,-0.006827415,7,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3825300936692,42.30615830560887]}"
63,213,7.556248499341905,1443,0,0.33865994,0.6299211,0.09102954,14,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.373546940828005,42.30615830560887]}"
64,199,7.556248499341905,1679,0,0.28998923,0.59184504,0.026062457,5,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.36456378798681,42.30615830560887]}"
65,97,7.556248499341905,1647,0,0.28727946,0.5858053,0.03302819,3,313.0189654414188,33.20461425781252,4.48812280150123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.355580635145615,42.30615830560887]}"
66,115,7.919721429998049,1611,0,0.23694329,0.54464394,0.013318018,4,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.34659748230442,42.30615830560887]}"
67,90,7.919721429998049,1557,0,0.2838081,0.6021848,0.01572032,4,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.337614329463224,42.30615830560887]}"
68,48,7.919721429998049,1516,0,0.29240397,0.5975005,0.02990073,6,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.32863117662203,42.30615830560887]}"
69,23,7.919721429998049,1449,0,0.08409297,0.3582361,-0.019669218,7,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780834,42.30615830560887]}"
70,328,7.919721429998049,1447,0,0.09455352,0.45393977,-0.04912379,7,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.310664870939639,42.30615830560887]}"
71,338,7.919721429998049,1540,0,0.055967562,0.40191552,-0.050422035,7,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.301681718098443,42.30615830560887]}"
72,21,7.919721429998049,1512,0,0.20648187,0.4683835,0.056869473,11,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.292698565257249,42.30615830560887]}"
73,42,7.919721429998049,1443,0,0.25369027,0.5378178,0.060598686,13,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.283715412416053,42.30615830560887]}"
74,57,7.919721429998049,1290,0,0.30879846,0.53805506,0.09341294,12,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.274732259574858,42.30615830560887]}"
75,67,7.919721429998049,1189,0,0.39682272,0.6216152,0.1559567,7,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.265749106733662,42.30615830560887]}"
76,60,7.919721429998049,1124,0,0.36548358,0.58573604,0.13236298,5,287.19875486536137,34.14992675781252,4.698554409674064,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892468,42.30615830560887]}"
77,42,8.49424619648397,1085,0,0.37866616,0.60742444,0.154408,4,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.247782801051272,42.30615830560887]}"
78,51,8.49424619648397,1057,0,0.34307402,0.5921915,0.11621239,3,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.238799648210077,42.30615830560887]}"
79,55,8.49424619648397,1027,0,0.3844488,0.6177321,0.14292607,2,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2298164953688815,42.30615830560887]}"
80,89,8.49424619648397,1008,0,0.36225727,0.5870856,0.13068269,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.220833342527687,42.30615830560887]}"
81,112,8.49424619648397,989,0,0.32654682,0.56199,0.10884571,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2118501896864915,42.30615830560887]}"
82,106,8.49424619648397,978,0,0.26247022,0.5179243,0.059942156,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.202867036845296,42.30615830560887]}"
83,81,8.49424619648397,965,0,0.22675402,0.51897603,0.021311713,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,42.30615830560887]}"
84,79,8.49424619648397,946,0,0.11297698,0.3976631,-0.07129419,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.184900731162906,42.30615830560887]}"
85,100,8.49424619648397,938,0,0.060058456,0.42755607,-0.13194117,0,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.175917578321711,42.30615830560887]}"
86,113,8.49424619648397,934,0,0.20139612,0.5407959,0.0022497217,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.166934425480515,42.30615830560887]}"
87,100,8.49424619648397,926,0,0.17752716,0.5466089,-0.031003257,1,256.61458345098606,35.83156738281252,4.866838191541707,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.15795127263932,42.30615830560887]}"
88,96,9.088594105618029,918,0,0.14171918,0.5450215,-0.06822375,1,222.68438609285468,37.04836425781252,5.045709698297775,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.148968119798125,42.30615830560887]}"
89,87,9.088594105618029,911,0,0.123305045,0.49187213,-0.074248314,1,222.68438609285468,37.04836425781252,5.045709698297775,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.13998496695693,42.30615830560887]}"
90,84,9.088594105618029,903,0,0.11855761,0.53338945,-0.0799984,1,222.68438609285468,37.04836425781252,5.045709698297775,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,42.30615830560887]}"
91,87,9.088594105618029,897,0,0.117315665,0.5010979,-0.08323859,1,222.68438609285468,37.04836425781252,5.045709698297775,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.122018661274539,42.30615830560887]}"
92,93,9.088594105618029,890,0,0.07438343,0.44660062,-0.12117364,1,222.68438609285468,37.04836425781252,5.045709698297775,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.113035508433344,42.30615830560887]}"
93,181,6.0478333822625245,1384,0,0.49863532,0.7140424,0.24338363,3,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.939485569823304,42.315141458450064]}"
94,172,6.0478333822625245,1382,0,0.41852438,0.63685846,0.17699252,4,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.930502416982109,42.315141458450064]}"
95,207,6.0478333822625245,1369,0,0.50837433,0.72432005,0.25656497,4,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.921519264140914,42.315141458450064]}"
96,266,6.0478333822625245,1425,0,0.5185607,0.71822536,0.27331647,5,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.912536111299718,42.315141458450064]}"
97,331,6.0478333822625245,1487,0,0.2972198,0.5683885,0.059593126,3,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.903552958458523,42.315141458450064]}"
98,41,6.0478333822625245,1461,0,0.310045,0.60307443,0.06926482,5,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.894569805617328,42.315141458450064]}"
99,73,6.0478333822625245,1404,0,0.39182964,0.67485255,0.10785957,9,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.885586652776133,42.315141458450064]}"
100,86,6.0478333822625245,1236,0,0.4055062,0.6965958,0.12668893,14,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.876603499934937,42.315141458450064]}"
101,69,6.0478333822625245,1042,0,0.31735927,0.6453668,0.06445267,7,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.867620347093742,42.315141458450064]}"
102,312,6.0478333822625245,1067,0,0.3911955,0.6591889,0.13995239,10,377.73399325056187,33.2635437011719,4.147746571293283,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.858637194252547,42.315141458450064]}"
103,287,6.245161555686934,1232,0,0.38403338,0.6299052,0.1472527,12,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.849654041411352,42.315141458450064]}"
104,353,6.245161555686934,1368,0,0.25675875,0.46004692,0.05738661,4,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.840670888570156,42.315141458450064]}"
105,80,6.245161555686934,1244,0,0.19411507,0.46990952,-0.013184084,16,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.831687735728961,42.315141458450064]}"
106,67,6.245161555686934,968,0,0.39303598,0.67822516,0.1295753,17,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.822704582887766,42.315141458450064]}"
107,301,6.245161555686934,825,0,0.2907517,0.5937808,0.06849612,7,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.813721430046571,42.315141458450064]}"
108,268,6.245161555686934,1127,0,0.028347997,0.2587829,-0.04963404,22,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8047382772053755,42.315141458450064]}"
109,309,6.245161555686934,1422,0,-0.01673564,0.13777123,-0.06700513,6,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.79575512436418,42.315141458450064]}"
110,45,6.245161555686934,1238,0,0.23642741,0.46115658,0.06329212,16,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.7867719715229855,42.315141458450064]}"
111,317,6.245161555686934,1120,0,0.48043212,0.72298497,0.20131974,1,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.77778881868179,42.315141458450064]}"
112,265,6.245161555686934,1258,0,0.39791444,0.61651045,0.15571184,9,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.768805665840595,42.315141458450064]}"
113,259,6.245161555686934,1357,0,0.3451838,0.51207954,0.12764794,11,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,42.315141458450064]}"
114,265,6.245161555686934,1543,0,0.30138296,0.5231807,0.07717153,13,377.2134658877384,32.0428405761719,4.0034666467434326,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.750839360158205,42.315141458450064]}"
115,264,6.513713552932131,1700,0,0.36008164,0.5973453,0.09711027,11,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.741856207317009,42.315141458450064]}"
116,241,6.513713552932131,1813,0,0.29024395,0.46738592,0.07182688,6,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.732873054475814,42.315141458450064]}"
117,150,6.513713552932131,1825,0,0.20381308,0.45952675,-0.0014891119,4,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.723889901634618,42.315141458450064]}"
118,92,6.513713552932131,1759,0,0.23002166,0.49367788,-0.011001298,9,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.714906748793424,42.315141458450064]}"
119,93,6.513713552932131,1606,0,0.3444366,0.6098097,0.07972654,14,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.705923595952228,42.315141458450064]}"
120,94,6.513713552932131,1399,0,0.57887375,0.8092007,0.26730463,16,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.696940443111033,42.315141458450064]}"
121,61,6.513713552932131,1184,0,0.59479135,0.8255944,0.28819633,12,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.687957290269837,42.315141458450064]}"
122,305,6.513713552932131,1132,0,0.5247084,0.76971483,0.2223424,8,374.95500119371525,31.772973632812523,3.949193287956273,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.678974137428643,42.315141458450064]}"
