system:index,aspecto_deg,depresion_rocio_verano_c,elev_m,fire_label,nbr_verano,ndvi_verano,ndwi_verano,pendiente_deg,precip_verano_mm,tmax_verano_c,viento10m_verano_max_ms,year,.geo
1135,331,6.555436714950133,613,0,0.21495327,0.53222835,-0.017135862,14,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.768805665840595,42.41395613970321]}"
1136,348,6.555436714950133,700,0,0.34445447,0.64660406,0.09352895,15,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,42.41395613970321]}"
1137,349,6.555436714950133,696,0,0.34120062,0.64798117,0.09294142,17,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.750839360158205,42.41395613970321]}"
1138,340,6.788139049015058,784,0,0.55159235,0.7924415,0.2704732,19,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.741856207317009,42.41395613970321]}"
1139,343,6.788139049015058,870,0,0.5739696,0.80427045,0.27755693,18,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.732873054475814,42.41395613970321]}"
1140,15,6.788139049015058,925,0,0.53422296,0.79341316,0.24746238,13,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.723889901634618,42.41395613970321]}"
1141,64,6.788139049015058,784,0,0.5620345,0.7971733,0.2729354,13,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.714906748793424,42.41395613970321]}"
1142,46,6.788139049015058,631,0,0.4220208,0.70074654,0.16025783,10,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.705923595952228,42.41395613970321]}"
1143,10,6.788139049015058,596,0,0.38344166,0.66270787,0.12525481,11,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.696940443111033,42.41395613970321]}"
1144,63,6.788139049015058,582,0,0.34926122,0.6277533,0.10463378,1,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.687957290269837,42.41395613970321]}"
1145,188,6.788139049015058,573,0,0.4642857,0.7429693,0.18993135,5,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.678974137428643,42.41395613970321]}"
1146,338,6.788139049015058,600,0,0.4764957,0.7440322,0.19474365,5,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.669990984587447,42.41395613970321]}"
1147,357,6.788139049015058,626,0,0.4573055,0.71599495,0.18101934,9,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.661007831746252,42.41395613970321]}"
1148,355,6.788139049015058,613,0,0.31803697,0.6004266,0.07333506,6,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.6520246789050566,42.41395613970321]}"
1149,232,7.032234612246782,639,0,0.32540956,0.6386021,0.07588005,11,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.643041526063862,42.41395613970321]}"
1150,217,7.032234612246782,828,0,0.25047317,0.57148546,0.013874615,13,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,42.41395613970321]}"
1151,212,7.032234612246782,839,0,0.44257855,0.7320372,0.16812073,8,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.625075220381471,42.41395613970321]}"
1152,276,7.032234612246782,942,0,0.5108121,0.77752936,0.20783073,9,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.616092067540276,42.41395613970321]}"
1153,291,7.032234612246782,1066,0,0.4464455,0.7197527,0.16060372,16,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.607108914699081,42.41395613970321]}"
1154,294,7.032234612246782,1339,0,0.4356091,0.7060134,0.15163231,17,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.598125761857886,42.41395613970321]}"
1155,304,7.032234612246782,1485,0,0.47852618,0.73406196,0.20141342,15,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.58914260901669,42.41395613970321]}"
1156,286,7.032234612246782,1658,0,0.4576547,0.7060258,0.1730046,17,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.580159456175496,42.41395613970321]}"
1157,291,7.032234612246782,1913,0,0.055702917,0.39209726,-0.08142857,5,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5711763033343,42.41395613970321]}"
1158,56,7.032234612246782,1778,0,0.11227663,0.38816386,-0.025379421,15,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.562193150493105,42.41395613970321]}"
1159,28,7.032234612246782,1601,0,0.39294568,0.6634336,0.14373457,22,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.553209997651909,42.41395613970321]}"
1160,354,7.286620400168488,1505,0,0.4479392,0.6686004,0.16727673,20,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.544226844810715,42.41395613970321]}"
1161,347,7.286620400168488,1661,0,0.39773664,0.64082205,0.12068991,20,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.535243691969519,42.41395613970321]}"
1162,13,7.286620400168488,1625,0,0.4759235,0.6896897,0.1848565,12,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.526260539128324,42.41395613970321]}"
1163,6,7.286620400168488,1589,0,0.4288551,0.63377595,0.15501365,13,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5172773862871285,42.41395613970321]}"
1164,354,7.286620400168488,1592,0,0.40487328,0.64539623,0.11475457,13,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.508294233445934,42.41395613970321]}"
1165,327,7.286620400168488,1624,0,0.35825855,0.6112045,0.1093874,8,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4993110806047385,42.41395613970321]}"
1166,242,7.286620400168488,1702,0,0.3293348,0.59490097,0.08045902,2,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.490327927763543,42.41395613970321]}"
1167,85,7.286620400168488,1662,0,0.41558695,0.65096843,0.12516338,5,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.481344774922348,42.41395613970321]}"
1168,66,7.286620400168488,1564,0,0.44473198,0.67516816,0.15150376,8,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.472361622081153,42.41395613970321]}"
1169,44,7.286620400168488,1464,0,0.42608044,0.65836436,0.14008807,6,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.463378469239958,42.41395613970321]}"
1170,11,7.286620400168488,1452,0,0.3788539,0.60564005,0.113514036,10,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.454395316398762,42.41395613970321]}"
1171,352,7.695733503861618,1415,0,0.36372036,0.5848246,0.114375,9,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.445412163557567,42.41395613970321]}"
1172,12,7.695733503861618,1486,0,0.4282992,0.67531,0.15390846,9,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.436429010716372,42.41395613970321]}"
1173,53,7.695733503861618,1370,0,0.49197593,0.72814405,0.21428572,10,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.427445857875177,42.41395613970321]}"
1174,78,7.695733503861618,1291,0,0.37936726,0.6630182,0.11759729,5,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.418462705033981,42.41395613970321]}"
1175,79,7.695733503861618,1233,0,0.17283951,0.5,-0.04863459,1,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.409479552192786,42.41395613970321]}"
1176,214,7.695733503861618,1256,0,0.17651376,0.49729505,-0.04311903,3,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.400496399351591,42.41395613970321]}"
1177,183,7.695733503861618,1281,0,0.105720274,0.4376765,-0.0889593,5,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.391513246510396,42.41395613970321]}"
1178,163,7.695733503861618,1263,0,0.16177958,0.5148148,-0.047996663,4,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3825300936692,42.41395613970321]}"
1179,166,7.695733503861618,1250,0,0.10464098,0.42484403,-0.108480565,4,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.373546940828005,42.41395613970321]}"
1180,161,7.695733503861618,1234,0,0.07793867,0.35936254,-0.12648836,3,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.36456378798681,42.41395613970321]}"
1181,177,7.695733503861618,1211,0,0.16439644,0.5032595,-0.039849624,3,268.6682072464954,32.6385437011719,4.328606784005652,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.355580635145615,42.41395613970321]}"
1182,219,8.127842233200795,1229,0,0.12730627,0.4597075,-0.0846442,3,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.34659748230442,42.41395613970321]}"
1183,184,8.127842233200795,1254,0,0.12887007,0.48794186,-0.06379273,3,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.337614329463224,42.41395613970321]}"
1184,174,8.127842233200795,1235,0,0.06490009,0.42400423,-0.13267212,4,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.32863117662203,42.41395613970321]}"
1185,199,8.127842233200795,1245,0,0.02844522,0.38842842,-0.17623115,3,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780834,42.41395613970321]}"
1186,192,8.127842233200795,1260,0,0.023897333,0.33266026,-0.15143438,4,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.310664870939639,42.41395613970321]}"
1187,181,8.127842233200795,1264,0,0.11360982,0.43618423,-0.073941596,6,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.301681718098443,42.41395613970321]}"
1188,155,8.127842233200795,1262,0,0.01948559,0.37052795,-0.15956123,4,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.292698565257249,42.41395613970321]}"
1189,141,8.127842233200795,1217,0,0.13307165,0.46146205,-0.08737907,2,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.283715412416053,42.41395613970321]}"
1190,235,8.127842233200795,1222,0,0.19150871,0.56536704,-0.037638504,1,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.274732259574858,42.41395613970321]}"
1191,301,8.127842233200795,1244,0,0.035534125,0.36767918,-0.15531749,1,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.265749106733662,42.41395613970321]}"
1192,27,8.127842233200795,1248,0,0.124346964,0.4871742,-0.08510777,4,242.1690997664463,33.92922363281252,4.5361604561596165,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892468,42.41395613970321]}"
1193,38,8.609477881229282,1201,0,0.34123302,0.6464317,0.07528287,6,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.247782801051272,42.41395613970321]}"
1194,39,8.609477881229282,1155,0,0.2930096,0.61478674,0.04894688,6,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.238799648210077,42.41395613970321]}"
1195,36,8.609477881229282,1106,0,0.3214768,0.6372902,0.047433343,6,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2298164953688815,42.41395613970321]}"
1196,41,8.609477881229282,1071,0,0.29433185,0.60917324,0.031115456,4,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.220833342527687,42.41395613970321]}"
1197,40,8.609477881229282,1037,0,0.12448657,0.42779383,-0.08443841,3,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2118501896864915,42.41395613970321]}"
1198,43,8.609477881229282,1019,0,0.14898248,0.53414416,-0.07106586,3,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.202867036845296,42.41395613970321]}"
1199,59,8.609477881229282,993,0,0.09109852,0.46849418,-0.119874984,2,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,42.41395613970321]}"
1200,54,8.609477881229282,977,0,0.09804335,0.47885352,-0.11267636,2,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.184900731162906,42.41395613970321]}"
1201,64,8.609477881229282,960,0,0.121789075,0.44751135,-0.070453234,1,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.175917578321711,42.41395613970321]}"
1202,58,8.609477881229282,945,0,0.012356608,0.27521756,-0.13008666,1,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.166934425480515,42.41395613970321]}"
1203,19,8.609477881229282,934,0,-0.0055387774,0.24670331,-0.14965911,1,211.54536576910132,35.65773925781252,4.722788133893013,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.15795127263932,42.41395613970321]}"
1204,44,8.950929058484519,939,0,0.016950738,0.33579314,-0.15111364,1,181.17477269811744,36.69289550781252,4.923746332728228,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.148968119798125,42.41395613970321]}"
1205,62,8.950929058484519,915,0,4.8044507E-4,0.28700972,-0.16663651,1,181.17477269811744,36.69289550781252,4.923746332728228,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.13998496695693,42.41395613970321]}"
1206,42,8.950929058484519,908,0,0.08026265,0.35655117,-0.08135941,1,181.17477269811744,36.69289550781252,4.923746332728228,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,42.41395613970321]}"
1207,54,8.950929058484519,892,0,0.05827251,0.33091167,-0.088747345,1,181.17477269811744,36.69289550781252,4.923746332728228,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.122018661274539,42.41395613970321]}"
1208,38,8.950929058484519,881,0,0.041250277,0.34552824,-0.10728646,1,181.17477269811744,36.69289550781252,4.923746332728228,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.113035508433344,42.41395613970321]}"
1209,103,6.245851606048461,370,0,0.31008428,0.538262,0.09972591,1,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.939485569823304,42.422939292544406]}"
1210,232,6.245851606048461,381,0,0.18290599,0.4357168,0.009713453,5,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.930502416982109,42.422939292544406]}"
1211,270,6.245851606048461,476,0,0.2211838,0.5123907,0.041578576,6,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.921519264140914,42.422939292544406]}"
1212,201,6.245851606048461,542,0,0.053409092,0.2822802,-0.052711222,4,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.912536111299718,42.422939292544406]}"
1213,192,6.245851606048461,517,0,0.013781512,0.24217844,-0.08582722,7,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.903552958458523,42.422939292544406]}"
1214,230,6.245851606048461,581,0,0.06020067,0.29372624,-0.056603774,11,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.894569805617328,42.422939292544406]}"
1215,184,6.245851606048461,733,0,0.046267737,0.2698039,-0.06917543,8,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.885586652776133,42.422939292544406]}"
1216,145,6.245851606048461,596,0,0.25623903,0.5501295,0.06527571,7,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.876603499934937,42.422939292544406]}"
1217,194,6.245851606048461,625,0,0.26211533,0.4678832,0.051778242,9,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.867620347093742,42.422939292544406]}"
1218,161,6.245851606048461,651,0,0.25791857,0.5509182,0.06833003,7,332.1643349711429,35.87453613281252,3.9101049060419046,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.858637194252547,42.422939292544406]}"
1219,103,6.555436714950133,569,0,0.026370576,0.3837375,-0.09063444,7,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.849654041411352,42.422939292544406]}"
1220,118,6.555436714950133,476,0,0.1232687,0.43003413,-0.034211323,7,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.840670888570156,42.422939292544406]}"
1221,134,6.555436714950133,400,0,0.16309918,0.42866713,-0.008899298,5,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.831687735728961,42.422939292544406]}"
1222,277,6.555436714950133,391,0,0.2803983,0.5166094,0.08112836,2,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.822704582887766,42.422939292544406]}"
1223,274,6.555436714950133,457,0,0.33185473,0.6293731,0.0858923,5,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.813721430046571,42.422939292544406]}"
1224,212,6.555436714950133,511,0,0.26426798,0.5376106,0.029837519,2,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8047382772053755,42.422939292544406]}"
1225,163,6.555436714950133,480,0,0.3024911,0.5989515,0.059640996,4,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.79575512436418,42.422939292544406]}"
1226,170,6.555436714950133,483,0,0.33492172,0.60346967,0.09259765,2,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.7867719715229855,42.422939292544406]}"
1227,102,6.555436714950133,470,0,0.31757188,0.60121304,0.075078204,2,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.77778881868179,42.422939292544406]}"
1228,7,6.555436714950133,445,0,0.3331329,0.62061405,0.08412957,2,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.768805665840595,42.422939292544406]}"
1229,344,6.555436714950133,464,0,0.33870485,0.6370472,0.08437271,3,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,42.422939292544406]}"
1230,265,6.555436714950133,469,0,0.32658798,0.61973685,0.07787166,1,319.02355225725285,35.26125488281252,3.7454159481537914,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.750839360158205,42.422939292544406]}"
1231,320,6.788139049015058,489,0,0.43049207,0.6887608,0.16828644,4,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.741856207317009,42.422939292544406]}"
1232,341,6.788139049015058,543,0,0.4620083,0.71115595,0.19823788,8,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.732873054475814,42.422939292544406]}"
1233,9,6.788139049015058,554,0,0.48384118,0.7512719,0.19947751,9,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.723889901634618,42.422939292544406]}"
1234,28,6.788139049015058,506,0,0.47714287,0.7467597,0.20489416,5,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.714906748793424,42.422939292544406]}"
1235,221,6.788139049015058,500,0,0.40341255,0.67821026,0.1525497,2,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.705923595952228,42.422939292544406]}"
1236,240,6.788139049015058,532,0,0.39170745,0.6474842,0.14685908,12,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.696940443111033,42.422939292544406]}"
1237,231,6.788139049015058,778,0,0.43516973,0.70817524,0.17273743,17,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.687957290269837,42.422939292544406]}"
1238,172,6.788139049015058,868,0,0.27907765,0.58954906,0.030091349,14,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.678974137428643,42.422939292544406]}"
1239,142,6.788139049015058,729,0,0.34772035,0.65448505,0.08717701,11,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.669990984587447,42.422939292544406]}"
1240,175,6.788139049015058,699,0,0.38014102,0.65866846,0.12885413,9,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.661007831746252,42.422939292544406]}"
1241,222,6.788139049015058,710,0,0.46263447,0.74403054,0.17909048,13,309.70113249464146,34.26125488281252,3.719395885022319,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.6520246789050566,42.422939292544406]}"
1242,249,7.032234612246782,918,0,0.44813278,0.7152575,0.14873482,15,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.643041526063862,42.422939292544406]}"
1243,240,7.032234612246782,1069,0,0.48796013,0.74811465,0.19519787,13,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,42.422939292544406]}"
1244,200,7.032234612246782,1214,0,0.37619895,0.6912243,0.08099081,14,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.625075220381471,42.422939292544406]}"
1245,172,7.032234612246782,1193,0,0.42415643,0.7113703,0.12815389,16,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.616092067540276,42.422939292544406]}"
1246,182,7.032234612246782,1158,0,0.38935953,0.68576103,0.09085918,13,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.607108914699081,42.422939292544406]}"
1247,250,7.032234612246782,1203,0,0.48870873,0.75477916,0.18835221,11,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.598125761857886,42.422939292544406]}"
1248,261,7.032234612246782,1420,0,0.50029707,0.75159687,0.19385342,18,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.58914260901669,42.422939292544406]}"
1249,280,7.032234612246782,1674,0,0.25497398,0.5753106,0.046452273,12,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.580159456175496,42.422939292544406]}"
1250,9,7.032234612246782,1715,0,0.03344195,0.41393444,-0.06070133,16,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5711763033343,42.422939292544406]}"
1251,54,7.032234612246782,1607,0,0.18984179,0.46685043,0.0675937,20,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.562193150493105,42.422939292544406]}"
1252,54,7.032234612246782,1279,0,0.51951754,0.751228,0.24022803,18,297.6301637475025,33.2615905761719,3.8284692689872735,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.553209997651909,42.422939292544406]}"
1253,2,7.286620400168488,1217,0,0.45389175,0.6774592,0.20719063,14,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.544226844810715,42.422939292544406]}"
1254,326,7.286620400168488,1269,0,0.45595524,0.67433494,0.21499893,16,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.535243691969519,42.422939292544406]}"
1255,304,7.286620400168488,1461,0,0.46517482,0.67706865,0.19220765,7,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.526260539128324,42.422939292544406]}"
1256,63,7.286620400168488,1419,0,0.40294036,0.66115206,0.10867416,6,291.973921376897,32.2147155761719,4.104892283283447,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5172773862871285,42.422939292544406]}"
